3.0726556   2.8856043   0.0026791   -0.004121   1.6739863   0.4782080   8.2837095   20.859565   1.6343439   1.6343439  
2.9766807   3.1004715   -0.005539   0.0037618   3.0295813   1.3272308   22.735611   29.585361   0.6916735   0.6916735  
2.9640717   3.2063567   0.0008101   -0.019412   2.8251714   0.1411643   6.8618025   13.183433   1.5588882   1.5588882  
3.0994925   3.0536735   0.0004219   0.0007930   0.3316939   0.1589990   7.6299605   14.594059   1.8124207   1.8124207  
3.0774798   3.0438549   0.0022653   0.0001952   0.9864759   0.3135452   14.470745   6.1432290   -1.693367   1.6933673  
3.1078329   3.0473208   -0.002532   -0.002270   0.4607610   0.4524040   14.584404   4.6952667   -1.748534   1.7485340  
3.0346548   3.0703666   0.0010232   0.0020524   0.3682302   1.0126578   16.544820   25.070871   -0.963577   0.9635775  
3.0470304   3.0811677   0.0015610   -0.004210   0.9339324   0.0853283   29.959219   4.9236836   0.1465182   0.1465182  
3.1445515   2.9349720   -0.000255   -0.001908   0.1793054   0.2016444   6.9727048   15.216511   -1.914700   1.9147000  
3.0630228   2.8653941   0.0024893   -0.002196   0.3551761   0.4236274   18.600587   4.6711878   -1.692185   1.6921856  
3.0454020   2.8267695   0.0067168   -0.002597   2.3110613   0.2347199   8.3414526   23.235635   -2.122837   2.1228373  
3.0681128   3.0586457   0.0032589   0.0015511   1.4985983   1.3800053   66.657897   14.988679   -1.230699   1.2306996  
3.0785543   3.0994305   0.0044404   -0.000602   2.6978461   0.0300122   27.880964   26.480741   1.2484351   1.2484351  
3.1180162   3.1458616   0.0014922   -0.000474   0.9760453   0.2162734   8.6343545   38.291709   1.6006199   1.6006199  
3.0602970   3.1699702   0.0009352   -0.001107   0.3115124   0.2811183   7.6511011   24.109315   1.8565614   1.8565614  
3.1047594   3.1063737   -0.000162   0.0045917   1.2280284   0.1372111   7.3455538   18.356144   -1.055878   1.0558782  
3.1381223   3.0709974   -0.001907   -0.013434   1.1008154   1.1616264   17.021509   7.3582019   -1.626919   1.6269190  
3.2100999   3.2571661   -0.011848   -0.015520   0.9657654   0.3055888   7.6577553   18.742637   1.4869247   1.4869247  
3.1139240   3.1014895   -0.001358   -0.002044   0.1105515   0.2453129   6.9276905   20.386020   1.5371710   1.5371710  
2.9387433   3.1183862   -0.004102   0.0024409   1.2355063   0.0348669   7.0089526   12.247665   1.6765239   1.6765239  
3.0795402   3.0715169   0.0023891   0.0039586   1.2010277   0.7165302   11.867978   15.611940   0.8727145   0.8727145  
3.0953602   3.0703692   0.0047484   0.0024919   1.1000763   0.1368967   6.5471582   19.239650   -1.108597   1.1085978  
3.0869300   3.1771850   0.0033515   0.0005628   1.2716214   0.4491586   18.378252   6.0681219   1.3018848   1.3018848  
3.0495312   3.1346507   0.0001760   -0.002710   0.6712210   0.2549263   7.2354779   16.291530   1.5893186   1.5893186  
3.1010828   3.0835974   0.0012075   0.0016852   0.6437768   0.0544937   7.2187533   16.411548   2.0252172   2.0252172  
3.0715363   3.0384330   -0.000765   0.0111109   2.1885693   0.5105093   12.619860   9.4770431   1.7630657   1.7630657  
3.1193523   3.0824606   0.0016212   0.0143329   1.7222057   0.6799374   18.124101   20.729032   1.4540413   1.4540413  
3.1170692   3.0977628   -9.51e-05   0.0038539   1.4405561   0.1980009   6.8007021   17.187526   0.2905225   0.2905225  
2.9931538   3.0672702   0.0030466   0.0010944   0.6783356   0.0085927   8.3350544   13.329624   1.5498527   1.5498527  
3.1533944   3.0525002   0.0074469   0.0110200   1.0982307   0.0638771   6.7244362   14.474861   1.8438190   1.8438190  
3.1320669   3.0686478   0.0085919   -0.000187   1.2277576   0.7005467   13.982918   9.3684940   1.3745199   1.3745199  
3.0484197   3.1266441   -0.011348   0.0002654   1.5758670   1.1367456   12.605938   11.330028   1.3901145   1.3901145  
3.0949244   3.0976650   0.0014091   0.0032292   0.3674135   0.5556403   14.645194   11.075767   1.1718189   1.1718189  
3.1024725   3.1317510   -0.000616   -0.002184   0.3177068   0.2226263   6.6462106   16.746652   -1.092002   1.0920027  
2.8334057   3.0501313   0.0068452   0.0047167   2.8293254   0.0580663   9.1955747   30.441032   1.9166349   1.9166349  
3.0894265   3.0943660   -0.000106   -7.14e-05   0.8776397   0.2993547   10.210180   51.654369   0.1956172   0.1956172  
3.1793718   3.1226401   0.0133193   0.0029339   4.4004583   0.0345171   6.7039766   28.277864   -0.946970   0.9469703  
3.0373485   3.0813319   -0.001921   -0.000499   1.6953702   0.6835529   12.633812   26.697021   -0.926247   0.9262470  
3.0061352   3.0992867   -0.001193   -0.008375   1.9988414   0.2464780   8.2106123   29.667701   -0.771246   0.7712463  
3.0579366   3.2703673   -0.005225   -0.001461   1.5481592   0.4871468   14.171745   12.250714   0.8069127   0.8069127  
3.1510944   3.0638315   0.0008197   0.0019845   0.8444032   0.3390918   13.952701   11.312362   1.3573435   1.3573435  
3.1422133   3.0186383   0.0020184   0.0036996   1.4863789   0.8886279   16.561382   16.651468   1.0425779   1.0425779  
3.0274336   3.0873973   -0.003715   -0.004956   0.7430810   0.0788752   6.2561922   19.515365   -0.835489   0.8354895  
3.0417013   3.1573917   -0.000751   -0.003068   0.4324769   0.0106829   11.960254   59.977905   1.3978157   1.3978157  
3.1313290   3.0749068   0.0055234   0.0001644   1.3689805   0.1973464   6.3770103   13.424113   -1.440835   1.4408354  
3.1078128   3.0686330   0.0028923   0.0011439   0.5502384   0.1357597   7.3242688   12.978598   -1.720085   1.7200857  
3.0847954   3.0732111   0.0010543   -0.003853   0.6983911   0.0060691   7.4151315   18.181331   1.8610278   1.8610278  
3.1635038   3.1422030   0.0010979   0.0032306   0.4009278   0.1746684   6.7469368   19.003290   1.0369291   1.0369291  
3.1149582   3.0971124   -0.005841   -0.000206   1.8455153   0.8628713     12.3181   18.340560   -1.353189   1.3531897  
3.0658745   3.0961556   0.0030135   0.0092972   2.6115665   0.1057099   18.877151   7.3670377   0.9853602   0.9853602  
3.0915110   3.0678744   0.0027769   0.0105241   2.8477354   1.1513779   13.671079   16.057905   -1.272882   1.2728824  
3.0996000   2.8501036   0.0008251   -0.003711   0.6755022   0.4883259   24.587940   17.121036   1.5958616   1.5958616  
3.0533328   3.0796768   -0.007309   0.0028465   0.9081500   0.5525400   16.632066   5.4556379   -1.829102   1.8291025  
3.0958867   3.1031458   -0.007614   -0.004595   1.0686206   0.2029163   6.7530026   22.015079   -1.409250   1.4092503  
3.0942604     3.10709   0.0009125   0.0036875   0.6005535   0.4004325   8.8129291   18.700193   1.5259451   1.5259451  
3.0625455   3.0753369   -0.001801   -0.003190   0.3906454   0.9836115   19.655065   3.3416650   -1.634269   1.6342699  
3.0633363   3.0658898   0.0003474   0.0027429   0.8789603   0.2946438   11.078208   33.234962   -1.672691   1.6726911  
3.0848138   3.1083576   0.0034787   -0.004796   1.8302601   0.3098282   7.4992866   18.495607   1.1278983   1.1278983  
3.0740110   3.0943362   0.0021645   0.0001771   2.0898580   0.1777295   13.777837   42.710456   0.5303800   0.5303800  
3.0310845   3.1310832   0.0001485   -0.002359   0.1346631   0.6387138   13.389040   16.621055   1.5551099   1.5551099  
3.0972371   3.0423810   -0.003191   0.0088609   1.7641397   0.7153382   19.157514   6.3992543   -1.568774   1.5687749  
3.1132886   3.2493338   0.0044264   0.0004915   0.9110466   0.3112745   7.6719694   24.148298   -1.634016   1.6340165  
2.9197089   2.8520655   0.0005682   -0.005032   0.7167211   0.2161881   6.8508815   14.184200   -1.711187   1.7111870  
3.1667482   3.1797967   -0.000217   -0.006305   0.9451638   0.6320413   10.756892   18.420801   -1.483207   1.4832075  
3.0772273   3.0966260   -0.001161   -0.002860   0.9585676   0.1167632   14.422201   18.720621   -0.892129   0.8921294  
3.0086233   2.9876470   0.0011561   -0.001555    1.894364   0.3868203   13.991079   15.040188   -1.813936   1.8139365  
3.1114089   3.1016023   -0.018064   0.0074548   0.9564107   0.2590729   11.710486   29.806865   1.4790413   1.4790413  
3.0974943   3.1068439   0.0006066   -0.001256   0.6272130   1.3746168   32.358585   5.5544743   0.9189400   0.9189400  
3.0885632   3.1256518   -0.006613   -0.002421   1.2325296   0.4181615   11.700341   16.737699   1.5462015   1.5462015  
3.0180714   3.0470600   0.0051398   -0.001174   0.4311228   0.6012128   10.725048   14.545432   1.7418239   1.7418239  
3.0917332   3.0282139   0.0040978   -0.002798   2.0603182   0.1617058   24.669836   16.802650   0.6321268   0.6321268  
3.0952389   3.1247711   0.0051550   -0.006146   2.2944932   0.0399240   7.3476901   23.605304   -1.452031   1.4520319  
3.0373408   2.8293061   0.0014699   -0.006265   2.8257510   0.1272789   9.2804031   22.338443   0.7757969   0.7757969  
3.1121566   3.1846792   0.0038817   0.0054297   0.9434348   0.2102372   7.9740285   19.139511   1.2478990   1.2478990  
3.0730061   3.0990946   -0.001096   -0.000462   0.4957627   0.1221218   7.2497820   20.846609   -1.072865   1.0728657  
3.0832700   3.0823588   -0.001929   -0.001071   1.5337413   0.4190847   10.287180   32.785358   -0.839827   0.8398270  
3.0835714   3.0977261   -0.000762   -0.003037   1.0646827   0.0317481   6.2176041   29.173145   -0.113352   0.1133527  
3.0340831   3.0734975   -0.010028   0.0004073   2.4527235   1.2432076   14.763757   18.347930   1.4652605   1.4652605  
3.0644309   3.1343939   -0.001678   0.0044904   0.9537571   0.1238659   6.9470863   20.834571   -1.902879   1.9028796  
3.1783659   3.1291172   0.0025414   -0.000529   0.4209068   0.2262085   8.8508606   13.311149   1.6929619   1.6929619  
3.0542302   3.1294763   0.0036112   0.0027763   1.7124393   0.9337686   17.691612   17.202138   -0.797860   0.7978605  
3.0894835   3.0668644   -0.000537   0.0065981   1.9046090   0.3935476   9.2683105   27.877832   0.7846482   0.7846482  
3.1151626   3.1112773   -0.000297   -0.007496   0.6534488   0.4886968   9.7021741   18.637964   -1.976370   1.9763706  
3.0594787   3.0633764   -0.000181   -0.003076   0.7546065   0.1693878    6.884624   21.241466   1.7355237   1.7355237  
3.1097054   3.1184704   -0.000503   0.0012218   0.6248315   0.0220478   11.035663   39.036460   -0.258446   0.2584467  
3.0897159   3.1135704   -0.002533   -0.005372   1.5714960   0.6152943   9.9376401   19.905078   -0.588143   0.5881431  
3.0305845   3.0737237   -0.001499   0.0002155   0.5571660   0.3018229   8.3795118   20.819047   1.4596881   1.4596881  
3.1142129   2.8717527   0.0019809   0.0008314   0.6636195   0.1680248   22.261058   5.9173631   1.6287245   1.6287245  
3.0688958   3.3141644   -0.002566   -0.005027   1.3294593   0.5329441   10.571611   14.617430   1.1572386   1.1572386  
3.0179917   3.0892844   0.0062990   0.0021369   1.3120276   0.0439343   7.8263654   14.487293   1.3090447   1.3090447  
3.0823950   2.9765055   0.0029750   0.0060659   1.1269961   0.1874536   18.517244   5.9995436   1.8549622   1.8549622  
3.0428445   3.0409526   -0.003901   -0.003690   2.4931564   0.7359977   19.678514   21.063360   -0.563580   0.5635803  
3.0921556   2.9130704   0.0098797   0.0005527   2.9031436   0.3976649   11.401750   13.808931   0.7544311   0.7544311  
3.0722188   3.2178704   -0.003348   -0.005101   1.6019321   0.7489902   29.129095   12.427668   -1.172717   1.1727170  
3.1035265   3.0708782   -0.000585   0.0005663   0.5234807   0.2281839   21.747539   4.7217640   1.4770073   1.4770073  
3.0594215   3.3046577   0.0005102   -0.004590   0.4918087   0.2364686   8.9207143   16.824707   -1.926134   1.9261349  
3.0169658   3.1184392   0.0053317   0.0070021   2.2711565   1.2647773   19.424808   4.9173016   0.8191124   0.8191124  
3.0681872   3.0868427   0.0011507   0.0025677   1.7446967   1.0226848   32.011009   9.2242708   -0.024206   0.0242061  
3.0760238   3.0645947   -0.003181   -0.001551   0.3875113   0.2637869   7.8204011   18.768585   1.2374067   1.2374067  
