43.4492 4.25129 2.7509 3.08334 3.17918 0 0 
47.5193 7.29622 2.76807 3.05216 3.10465 0 0 
45.7914 3.14351 1.22103 3.12019 3.13073 0 0 
44.6692 5.99301 2.78941 3.08394 3.14535 0 0 
41.1717 11.8158 2.98917 3.18663 3.246 0 0 
44.8775 12.3826 1.7304 3.15053 3.10122 0.0719412 0 
67.185 17.8877 2.35939 3.09102 3.10749 1.294e-08 0 
47.989 1.26957 1.86248 3.1204 3.07729 0 0 
51.2991 42.7889 1.81557 3.08867 3.06443 0.491629 0 
67.7272 23.2281 2.89769 3.12859 3.05384 0 0 
44.4381 13.3135 0.158357 3.03158 3.04911 0 0 
40.7294 9.60309 2.63192 3.08487 3.12995 0 0 
45.5803 2.78384 1.00504 3.11467 3.10844 0 0 
44.6828 4.05853 2.43864 3.09759 3.02198 0 0 
47.9323 32.0147 1.35029 3.09333 3.06302 0.468552 0 
43.9483 5.97089 2.87012 3.08747 3.13358 0 0 
74.1682 44.3636 2.42319 3.14059 3.10425 1.235e-08 0 
47.4145 2.93572 2.76843 3.13338 3.06073 0 0 
64.772 15.1421 2.97408 3.08359 3.11481 0 0 
41.5172 21.0128 0.0590844 3.11303 3.0656 0.37199 0 
51.9494 3.20638 1.15023 3.0885 3.08494 0 0 
47.7775 8.61453 1.40991 3.08048 3.13626 0 0 
44.6829 5.8807 2.57597 3.08919 3.07848 0 0 
48.2298 57.9833 0.865131 3.0594 3.04719 4.022e-08 0 
54.3748 28.7572 2.49588 3.06383 3.10649 0 0 
45.2626 20.1539 2.67797 3.04591 3.1155 0 0 
40.0882 11.3513 2.40604 3.09496 3.06681 0 0 
41.7837 15.2426 0.364839 3.10365 3.07044 0.0328096 0 
72.251 7.38517 2.88003 3.12729 3.13659 0 0 
56.3764 6.62709 2.30535 3.09688 3.06794 0 0 
42.525 2.41945 2.42393 3.09266 3.09842 0 0 
56.6713 14.3862 2.68276 3.09073 3.06766 0 0 
42.3373 4.58626 1.20644 3.07835 3.0834 0 0 
44.6648 16.3212 1.6804 3.07455 3.04262 0.250931 0 
68.299 23.2863 0.929048 3.08039 3.09867 0.147904 0 
71.3141 14.5598 2.33323 3.07416 3.05538 0.493175 0 
52.4587 14.789 2.31272 3.07519 3.12318 0.288255 0 
48.1399 18.4018 2.89844 3.06441 3.12343 0 0 
54.3959 3.06446 2.22349 3.08939 3.17156 0 0 
45.5101 30.1987 2.37699 3.08744 3.06939 0 0 
66.3394 15.7343 1.95014 3.13594 3.08925 0.149681 0 
60.7692 16.6305 2.24378 3.10267 3.18468 0 0 
40.5133 8.4277 2.2648 3.1139 3.11725 0 0 
41.8426 6.11614 2.21576 3.04043 3.04479 0 0 
58.029 10.3638 2.9751 3.04923 3.24304 0 0 
58.665 7.80686 1.67096 3.02837 3.04352 -6.32e-09 0 
40.1946 19.4799 2.52329 3.07746 3.06699 0 0 
51.4597 8.66846 2.68346 3.06087 2.99588 0 0 
54.6202 2.99356 1.32099 3.06982 3.12162 0.26059 0 
41.5392 0.66985 2.00082 3.06863 3.14335 0 0 
43.4269 8.70304 0.154339 3.0769 3.0799 0.210609 0 
59.2853 5.55461 1.22035 3.06705 3.08686 0.177677 0 
81.6163 44.3202 2.23651 3.0902 3.10382 -3.83e-08 0 
45.6043 5.4453 1.30574 3.11638 3.07845 0.215036 0 
54.4494 6.53293 0.744359 3.09288 3.08812 0.0456788 0 
44.2668 19.956 1.50958 3.1038 3.09759 0.0144415 0 
48.0511 3.01344 2.68577 3.10859 3.131 0 0 
49.2919 7.52393 2.83467 3.12836 3.07473 0 0 
57.2278 22.4265 2.35294 3.11716 3.11301 0 0 
57.4012 14.2044 1.4187 3.07741 3.06328 0.111248 0 
43.4615 12.3504 2.86795 3.09095 2.99312 0 0 
43.7642 21.3671 2.46583 3.06762 3.06445 0 0 
47.7865 16.3681 0.329598 3.07208 3.08324 0.447966 0 
53.1402 13.5979 2.65471 3.08737 3.06756 0 0 
47.0015 17.7445 2.98673 3.15571 3.11458 0 0 
44.8961 16.163 2.1999 3.10496 3.07965 0 0 
43.2008 19.2736 1.90867 3.09382 3.10741 7.436e-09 0 
58.3275 5.19926 2.95791 3.04655 3.07703 0 0 
44.2003 5.53655 0.773268 3.19096 3.143 -1.49e-08 0 
